hhid,weight,province,feed_Buffalo,form_contract_Buffalo,contract_coverage_Buffalo,main_purpose_Buffalo,LIVESTOCKAGE_Buffalo,num_ado_male_Buffalo,num_ado_fem_Buffalo,num_adult_male_Buffalo,num_adult_fem_Buffalo,births_Buffalo,bought_received_Buffalo,deaths_Buffalo,sold_Buffalo,sale_price_Buffalo,stolen_Buffalo,gift_Buffalo,slghtr_Buffalo,num_vax_Buffalo,num_Buffalo,provision_feed_Buffalo,for_sale_live_Buffalo,for_gift_Buffalo,for_meat_Buffalo,for_draught_Buffalo,for_breeding_Buffalo,for_milk_Buffalo,growth_Buffalo,loss_Buffalo,net_growth_Buffalo,num_start_Buffalo,growth_pct_Buffalo,loss_pct_Buffalo,net_growth_pct_Buffalo,peak_num_Buffalo,mortality_rt_Buffalo,vax_pct_Buffalo,vax_Buffalo,price_prov_med_Buffalo,sale_price_obs_Buffalo,sale_price_impt_Buffalo,price_natl_med_Buffalo,sale_revenue_Buffalo,slghtr_unit_value_Buffalo,slghtr_value_Buffalo,prod_value_Buffalo,feed_Cattle,form_contract_Cattle,contract_coverage_Cattle,main_purpose_Cattle,LIVESTOCKAGE_Cattle,num_ado_male_Cattle,num_ado_fem_Cattle,num_adult_male_Cattle,num_adult_fem_Cattle,births_Cattle,bought_received_Cattle,deaths_Cattle,sold_Cattle,sale_price_Cattle,stolen_Cattle,gift_Cattle,slghtr_Cattle,num_vax_Cattle,num_Cattle,provision_feed_Cattle,for_sale_live_Cattle,for_gift_Cattle,for_meat_Cattle,for_draught_Cattle,for_breeding_Cattle,for_milk_Cattle,growth_Cattle,loss_Cattle,net_growth_Cattle,num_start_Cattle,growth_pct_Cattle,loss_pct_Cattle,net_growth_pct_Cattle,peak_num_Cattle,mortality_rt_Cattle,vax_pct_Cattle,vax_Cattle,price_prov_med_Cattle,sale_price_obs_Cattle,sale_price_impt_Cattle,price_natl_med_Cattle,sale_revenue_Cattle,slghtr_unit_value_Cattle,slghtr_value_Cattle,prod_value_Cattle,feed_Pigs,form_contract_Pigs,contract_coverage_Pigs,main_purpose_Pigs,LIVESTOCKAGE_Pigs,num_ado_male_Pigs,num_ado_fem_Pigs,num_adult_male_Pigs,num_adult_fem_Pigs,births_Pigs,bought_received_Pigs,deaths_Pigs,sold_Pigs,sale_price_Pigs,stolen_Pigs,gift_Pigs,slghtr_Pigs,num_vax_Pigs,num_Pigs,provision_feed_Pigs,for_sale_live_Pigs,for_gift_Pigs,for_meat_Pigs,for_draught_Pigs,for_breeding_Pigs,for_milk_Pigs,growth_Pigs,loss_Pigs,net_growth_Pigs,num_start_Pigs,growth_pct_Pigs,loss_pct_Pigs,net_growth_pct_Pigs,peak_num_Pigs,mortality_rt_Pigs,vax_pct_Pigs,vax_Pigs,price_prov_med_Pigs,sale_price_obs_Pigs,sale_price_impt_Pigs,price_natl_med_Pigs,sale_revenue_Pigs,slghtr_unit_value_Pigs,slghtr_value_Pigs,prod_value_Pigs,fhh,covid_shock,ag_comm,animal_area,animal_ded_area,qty_rice_harvested,area_rice_harvested,irrigation,drought,flood,extension_training
HID742990,141.0505670509,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,3,1,6,2,0,0,0,0,3000000,0,0,0,0,12,No feed,Yes,No,No,No,No,No,0,0,0,12,0,0,0,12,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0255999993532896,1,3500,1,1,No,No,
HID743027,125.891934549293,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0012000000569969,1,200,.05,1,No,No,
HID743039,146.239493137835,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0005000000237487,1,18000,6,1,Yes,Yes,
HID743047,196.06120959612,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,2500,1,1,No,No,
HID743155,132.801895581645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,0,0,,Yes,No,Yes
HID743356,157.283788533816,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Draught,2,3,0,0,0,0,3,0,2,3000000,0,0,0,3,3,No feed,Yes,No,No,Yes,No,No,3,2,1,2,1.5,1,.5,5,0,.60000002,Yes,3000000,,3000000,2000000,6000000,3000000,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0035999999381602,1,1500,.6,1,No,No,
HID743371,29.7700811946483,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0044999998062849,1,70,.2,1,No,No,
HID743382,183.661234137975,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0007999999797903,1,200,2,1,Yes,No,
HID743864,187.373589289045,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0299999993294477,1,0,0,0,No,No,
HID744037,32.4019588437579,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,1,0,4,0,1,8,0,1,4,350000,0,0,0,5,5,Feed,Yes,No,No,No,No,No,8,5,3,2,4,2.5,1.5,10,.1,.5,Yes,350000,350000,,600000,1400000,350000,,1400000,0,1,2,.0005000000237487,1,2500,1,1,No,No,
HID744092,136.828740650677,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,2,1,0,0,1,1700000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,1,1,0,2,.5,.5,0,3,0,0,No,1800000,1700000,,2000000,1700000,1700000,,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0035000001080334,1,1500,1.9,1,No,No,
HID744113,100.531095559923,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,1,1,0,0,1,2850000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,1,1,0,2,.5,.5,0,3,0,0,No,2850000,,2850000,2000000,2850000,2850000,,2850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015999999595806,1,6000,2,1,No,No,
HID744133,144.683534619848,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,3,0,0,1,0,0,3,1400000,0,0,0,0,3,No feed,Yes,No,No,No,No,No,1,3,-2,5,.2,.60000002,-.40000001,6,0,0,No,1775000,1400000,,2000000,4200000,1400000,,4200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,2300,.82,1,No,No,
HID744147,70.62061389964821,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0700000002980232,1,0,0,,No,No,
HID744245,49.5573180113191,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,0,0,,No,No,
HID744289,184.937732675581,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,1,0,0,0,3,2100000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,3,-3,5,0,.60000002,-.60000002,5,0,0,No,2750000,2100000,,2000000,6300000,2100000,,6300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,520,.23,0,No,No,
HID744425,200.651062026973,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0017999999690801,1,120,.0999,1,No,No,
HID744474,51.3146075512246,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0001999999949476,1,0,0,,No,No,
HID744511,55.8234768083223,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,0,0,,No,No,
HID744517,68.9525511174013,Kampong Cham,Only grazing,No,,Live sale,2,0,0,2,5,4,0,1,2,3500000,0,0,0,0,7,No feed,Yes,No,No,No,No,No,4,3,1,6,.66666669,.5,.16666667,10,.1,0,No,3500000,,3500000,3200000,7000000,3500000,,7000000,Only grazing,No,,Live sale,2,2,2,0,16,10,0,2,8,2000000,0,0,2,0,20,No feed,Yes,No,Yes,No,No,No,10,12,-2,22,.45454547,.54545456,-.090909094,32,.0625,0,No,3000000,2000000,,2000000,16000000,2000000,4000000,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0124500002712011,1,15000,3,0,No,No,
HID744906,290.438799065248,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0020000000949949,1,1500,.5,0,Yes,No,
HID744907,93.7767281998867,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0007999999797903,1,0,0,,No,No,
HID744909,80.2760404300644,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0099999997764826,1,0,0,1,No,No,
HID744938,29.9003756078918,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0048000002279878,1,14000,10,1,No,No,
HID745073,180.548055521897,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,4,0,2,2,0,0,0,1500000,0,0,0,0,8,No feed,Yes,No,No,No,No,No,2,0,2,6,.33333334,0,.33333334,8,0,0,No,1500000,,1500000,2000000,,1500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0020000000949949,1,2400,1.6,1,No,No,
HID745093,119.435484398761,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,1,0,1,3,0,0,3,3700000,0,0,0,0,3,No feed,Yes,No,No,No,No,No,3,3,0,3,1,1,0,6,0,0,No,2750000,3700000,,2000000,11100000,3700000,,11100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,3000,.5,0,No,No,
HID745154,183.767438987683,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,0,0,1,No,No,
HID745160,48.5896533358857,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,0,0,1,No,No,
HID745167,112.431144689696,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,1,1,0,0,0,1500000,0,0,0,1,1,No feed,Yes,No,No,No,No,No,1,0,1,1,1,0,1,2,0,.5,Yes,1500000,,1500000,2000000,,1500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0099999997764826,1,150,.08,1,No,No,
HID745169,113.484517750642,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,3,0,0,0,0,0,0,2750000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,0,0,0,4,0,0,0,4,0,0,No,2750000,,2750000,2000000,,2750000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0199999995529652,1,6000,1.5,0,No,Yes,
HID745180,122.2591298427,Svay Rieng,Only grazing,No,,Live sale,2,0,0,0,1,0,0,0,0,3200000,0,0,0,0,1,No feed,Yes,No,No,No,No,No,0,0,0,1,0,0,0,1,0,0,No,3200000,,3200000,3200000,,3200000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0049999998882413,1,1150,.55,1,No,No,
HID745194,139.01943891074,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0041999998502433,1,0,0,1,No,No,
HID745257,203.050250683058,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,2,0,0,0,0,0,0,1500000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,0,No,1500000,,1500000,2000000,,1500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.003000000026077,1,2000,1.1,1,No,No,
HID745312,33.5773697450763,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0007999999797903,1,0,0,1,No,No,
HID745354,224.860420932238,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,0,1440,.5,1,No,No,
HID745389,51.546645784377,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,0,561,.4,1,No,No,
HID745496,102.011818165347,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,1,0,0,0,0,3000000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024999999441206,1,300,.135,1,No,No,
HID745554,162.275430697793,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,300,.7,1,No,No,
HID745637,35.2480486390731,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Other,2,0,0,0,1,0,0,0,0,2000000,0,0,0,0,1,Feed,No,No,No,No,No,No,0,0,0,1,0,0,0,1,0,0,No,2000000,,2000000,2000000,,2000000,,0,A mix of grazing and feeding,No,,Live sale,1,19,10,0,0,0,0,7,10,480000,0,0,0,19,29,Feed,Yes,No,No,No,No,No,0,17,-17,46,0,.36956522,-.36956522,46,.15217391,.41304347,Yes,700000,480000,,600000,4800000,480000,,4800000,0,1,2,.0099999997764826,1,0,0,,No,No,
HID745707,264.138670187534,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,0,0,1,Yes,No,
HID745783,269.347194799706,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,900,.3,1,No,No,
HID745969,120.67457744501,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,2,0,0,0,10,0,10,0,0,2000000,0,0,0,10,10,Feed,Yes,No,No,No,No,No,10,0,10,1,10,0,10,11,0,.90909094,Yes,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,15000,4,1,No,No,
HID745986,299.835579293933,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0040000001899898,1,900,.5,1,No,No,
HID746072,69.13560098599299,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,2,0,0,1,3,0,0,0,1,2000000,0,0,0,0,4,Feed,Yes,No,No,No,No,No,0,1,-1,5,0,.2,-.2,5,0,0,No,2750000,2000000,,2000000,2000000,2000000,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,.0149999996647239,1,2400,1,0,No,Yes,
HID746263,105.084326375918,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,3,2,0,4,4,0,0,0,2600000,0,0,0,0,9,No feed,Yes,No,No,No,No,No,4,0,4,5,.80000001,0,.80000001,9,0,0,No,2600000,,2600000,2000000,,2600000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.003000000026077,1,0,0,,No,No,
HID746334,35.8830757544266,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,2000,1.5,1,No,Yes,
HID746358,131.54384787474,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,1,2,0,0,0,1,1100000,0,0,0,3,3,No feed,Yes,No,No,No,No,No,0,1,-1,4,0,.25,-.25,4,0,.75,Yes,2000000,1100000,,2000000,1100000,1100000,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,.0024000001139939,1,1390,.74,0,No,No,
HID746624,166.372554255465,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,1,2,2,0,0,0,0,2,0,425000,0,0,0,0,4,Feed,Yes,No,No,No,No,No,0,2,-2,6,0,.33333334,-.33333334,6,.33333334,0,No,425000,,425000,600000,,425000,,0,0,2,2,.0006000000284985,1,5500,4.5,1,Yes,No,
HID746652,85.0435607225261,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0020000000949949,1,0,0,,No,No,
HID746715,162.275430697793,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0007999999797903,1,3500,2,1,No,No,
HID746841,178.198559584028,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,1100,1.43,1,No,No,
HID746949,81.99049474831661,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,2,0,2,0,0,0,1,3500000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,0,1,-1,5,0,.2,-.2,5,0,0,No,3000000,3500000,,2000000,3500000,3500000,,3500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0020000000949949,1,0,0,0,No,Yes,
HID747039,174.263279534522,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,6800,1.9,1,No,No,
HID747048,113.930226602461,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,1,0,4,1,0,0,0,1500000,0,0,0,0,7,No feed,Yes,No,No,No,No,No,1,0,1,6,.16666667,0,.16666667,7,0,0,No,1500000,,1500000,2000000,,1500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0049999998882413,1,5500,2.7,1,No,No,
HID747118,216.590519652451,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,2,0,2,2,0,0,2,2700000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,2,2,0,4,.5,.5,0,6,0,0,No,2000000,2700000,,2000000,5400000,2700000,,5400000,A mix of grazing and feeding,No,,Live sale,1,9,4,5,0,0,9,0,9,650000,0,0,0,5,18,Feed,Yes,No,No,No,No,No,9,9,0,18,.5,.5,0,27,0,.18518518,Yes,300000,650000,,600000,5850000,650000,,5850000,0,1,2,.003000000026077,1,1200,.5,1,No,No,
HID747129,51.546645784377,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,1,0,0,0,0,2500000,0,0,0,0,1,No feed,Yes,No,No,No,No,No,0,0,0,1,0,0,0,1,0,0,No,2500000,,2500000,2000000,,2500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0001999999949476,1,2190,1.2,1,No,No,
HID747133,99.70814313803071,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,0,0,1,No,No,
